Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
58,Feminino,Tenis,27.0,Cartao de Debito,11,Semanal
31,Feminino,Saia,34.0,Cartao de Debito,46,Semanal
28,Feminino,Bolsa,39.0,Cartao de Debito,15,Semanal
28,Feminino,Óculos de Sol,53.0,Dinheiro,15,Mensal
32,Feminino,Sueter,46.0,PayPal,34,Semanal
61,Feminino,Bolsa,85.0,Venmo,13,Mensal
38,Feminino,Saia,86.0,Transferencia Bancaria,27,Mensal
54,Feminino,Meias,63.0,Dinheiro,37,Semanal
29,Feminino,Camisa,44.0,Cartao de Debito,37,Mensal
50,Feminino,Tenis,95.0,Dinheiro,4,A cada 3 meses
32,Feminino,Cinto,49.0,Venmo,1,A cada 3 meses
38,Feminino,Calca,77.0,Cartao de Credito,29,Trimestral
52,Feminino,Joias,63.0,Venmo,50,Anual
61,Feminino,Calca,83.0,Cartao de Credito,38,Duas vezes/semana
25,Feminino,Joias,93.0,Cartao de Credito,15,Anual
22,Feminino,Jeans,91.0,Transferencia Bancaria,44,A cada 3 meses
47,Feminino,Cachecol,99.0,Cartao de Credito,14,Semanal
50,Feminino,Cinto,24.0,PayPal,5,Mensal
45,Feminino,Vestido,82.0,PayPal,11,Anual
33,Feminino,Camiseta,28.0,PayPal,15,Anual
42,Feminino,Botas,67.0,Venmo,46,Anual
52,Feminino,Vestido,88.0,PayPal,30,Mensal
69,Feminino,Joias,70.0,Dinheiro,2,Anual
55,Feminino,Saia,100.0,Venmo,28,Mensal
38,Feminino,Bolsa,28.0,PayPal,9,Trimestral
57,Feminino,Casaco,48.0,Venmo,47,Semanal
33,Feminino,Agasalho,43.0,Cartao de Credito,21,Duas vezes/semana
57,Feminino,Calca,40.0,PayPal,42,A cada 3 meses
52,Feminino,Botas,97.0,Cartao de Debito,28,Semanal
44,Feminino,Casaco,25.0,Cartao de Credito,13,Quinzenal
48,Feminino,Cachecol,45.0,Transferencia Bancaria,25,Quinzenal
52,Feminino,Botas,49.0,Dinheiro,38,A cada 3 meses
34,Feminino,Tenis,36.0,Dinheiro,40,Anual
26,Feminino,Sueter,48.0,Dinheiro,25,A cada 3 meses
36,Feminino,Cinto,62.0,Transferencia Bancaria,20,A cada 3 meses
24,Feminino,Joias,74.0,Transferencia Bancaria,44,Duas vezes/semana
30,Feminino,Bolsa,100.0,Cartao de Credito,9,A cada 3 meses
31,Feminino,Jaqueta,39.0,Venmo,11,A cada 3 meses
25,Feminino,Botas,65.0,PayPal,3,Quinzenal
57,Feminino,Tenis,99.0,Dinheiro,34,Semanal
61,Feminino,Cachecol,68.0,PayPal,48,A cada 3 meses
30,Feminino,Casaco,97.0,Cartao de Debito,28,Quinzenal
38,Feminino,Shorts,47.0,PayPal,20,Anual
53,Feminino,Shorts,56.0,Cartao de Credito,49,Quinzenal
31,Feminino,Jeans,91.0,PayPal,14,Semanal
70,Feminino,Luvas,93.0,Dinheiro,9,Mensal
21,Feminino,Calca,36.0,PayPal,37,Anual
33,Feminino,Vestido,45.0,Venmo,4,Semanal
60,Feminino,Calca,44.0,Venmo,1,Trimestral
45,Feminino,Luvas,32.0,PayPal,36,Duas vezes/semana
46,Feminino,Cinto,36.0,Venmo,21,Duas vezes/semana
62,Feminino,Cinto,85.0,Cartao de Credito,16,Mensal
63,Feminino,Saia,36.0,Cartao de Debito,42,Mensal
69,Feminino,Meias,55.0,Cartao de Debito,31,Mensal
46,Feminino,Cinto,20.0,Dinheiro,6,Semanal
69,Feminino,Camisa,91.0,Venmo,24,Mensal
66,Feminino,Vestido,71.0,PayPal,7,Duas vezes/semana
41,Feminino,Meias,64.0,Transferencia Bancaria,25,Semanal
32,Feminino,Jaqueta,21.0,Transferencia Bancaria,18,Duas vezes/semana
69,Feminino,Sueter,100.0,Dinheiro,14,Trimestral
29,Feminino,Jeans,96.0,Venmo,42,Duas vezes/semana
70,Feminino,Joias,91.0,Cartao de Credito,6,A cada 3 meses
41,Feminino,Sueter,40.0,Venmo,14,A cada 3 meses
31,Feminino,Agasalho,53.0,Venmo,30,Trimestral
31,Feminino,Óculos de Sol,48.0,Transferencia Bancaria,10,Mensal
57,Feminino,Sandalias,70.0,Dinheiro,7,Semanal
29,Feminino,Casaco,29.0,Cartao de Credito,28,Trimestral
70,Feminino,Cinto,29.0,Dinheiro,19,Trimestral
51,Feminino,Blusa,53.0,Venmo,13,A cada 3 meses
45,Feminino,Saia,79.0,Venmo,23,Quinzenal
18,Feminino,Shorts,65.0,Transferencia Bancaria,5,Semanal
37,Feminino,Vestido,99.0,Venmo,17,Duas vezes/semana
23,Feminino,Óculos de Sol,60.0,Cartao de Debito,31,Semanal
39,Feminino,Sapato,86.0,Dinheiro,19,Semanal
62,Feminino,Cinto,73.0,Venmo,8,Quinzenal
70,Feminino,Cinto,45.0,Transferencia Bancaria,15,Anual
20,Feminino,Cinto,70.0,Transferencia Bancaria,18,A cada 3 meses
42,Feminino,Cinto,65.0,Cartao de Credito,16,Anual
41,Feminino,Saia,55.0,Cartao de Debito,13,Mensal
24,Feminino,Camiseta,65.0,Cartao de Credito,38,A cada 3 meses
37,Feminino,Cachecol,21.0,Venmo,27,Duas vezes/semana
30,Feminino,Blusa,26.0,Cartao de Credito,31,Trimestral
58,Feminino,Óculos de Sol,71.0,Transferencia Bancaria,24,Duas vezes/semana
43,Feminino,Botas,41.0,Cartao de Debito,21,Duas vezes/semana
19,Feminino,Jaqueta,44.0,Venmo,15,Anual
23,Feminino,Jeans,81.0,Transferencia Bancaria,48,A cada 3 meses
65,Feminino,Óculos de Sol,77.0,Cartao de Debito,47,Trimestral
58,Feminino,Sandalias,26.0,Cartao de Debito,23,Semanal
50,Feminino,Mochila,31.0,PayPal,4,Trimestral
67,Feminino,Blusa,82.0,Cartao de Credito,47,A cada 3 meses
40,Feminino,Sapato,60.0,Cartao de Debito,7,Mensal
55,Feminino,Camisa,70.0,Venmo,6,Anual
52,Feminino,Agasalho,26.0,Transferencia Bancaria,47,Trimestral
62,Feminino,Vestido,100.0,PayPal,7,A cada 3 meses
64,Feminino,Vestido,82.0,Transferencia Bancaria,1,Trimestral
43,Feminino,Tenis,24.0,PayPal,23,Semanal
61,Feminino,Blusa,74.0,PayPal,30,Mensal
26,Feminino,Mochila,58.0,Cartao de Debito,24,Trimestral
22,Feminino,Sueter,56.0,PayPal,9,Semanal
51,Feminino,Botas,37.0,PayPal,25,Trimestral
69,Feminino,Bolsa,64.0,Transferencia Bancaria,18,Duas vezes/semana
50,Feminino,Agasalho,58.0,PayPal,7,Quinzenal
51,Feminino,Cinto,44.0,Cartao de Debito,2,Anual
56,Feminino,Joias,39.0,Transferencia Bancaria,36,Anual
59,Feminino,Blusa,48.0,Transferencia Bancaria,31,Duas vezes/semana
18,Feminino,Bolsa,32.0,PayPal,10,Quinzenal
48,Feminino,Bolsa,79.0,Cartao de Credito,27,Mensal
53,Feminino,Casaco,27.0,Cartao de Credito,14,A cada 3 meses
45,Feminino,Cinto,98.0,Cartao de Debito,17,Mensal
21,Feminino,Botas,67.0,PayPal,10,Trimestral
42,Feminino,Meias,37.0,Cartao de Debito,4,Duas vezes/semana
60,Feminino,Sapato,49.0,Transferencia Bancaria,25,A cada 3 meses
21,Feminino,Tenis,74.0,Dinheiro,3,Duas vezes/semana
69,Feminino,Joias,93.0,PayPal,47,Quinzenal
40,Feminino,Bolsa,60.0,Cartao de Debito,41,Duas vezes/semana
31,Feminino,Casaco,76.0,Dinheiro,28,A cada 3 meses
44,Feminino,Óculos de Sol,64.0,Venmo,49,A cada 3 meses
48,Feminino,Sapato,38.0,Cartao de Credito,7,Quinzenal
32,Feminino,Sapato,91.0,Cartao de Credito,22,Mensal
42,Feminino,Botas,70.0,Dinheiro,34,Mensal
27,Feminino,Sandalias,22.0,Transferencia Bancaria,5,Duas vezes/semana
69,Feminino,Luvas,59.0,Cartao de Credito,15,Duas vezes/semana
67,Feminino,Mochila,22.0,PayPal,26,Semanal
41,Feminino,Bolsa,74.0,Venmo,3,Quinzenal
46,Feminino,Sueter,71.0,PayPal,42,Trimestral
47,Feminino,Casaco,80.0,Cartao de Credito,1,Mensal
33,Feminino,Camiseta,59.0,Cartao de Debito,20,A cada 3 meses
51,Feminino,Mochila,96.0,Transferencia Bancaria,39,Mensal
26,Feminino,Óculos de Sol,43.0,Cartao de Debito,24,Quinzenal
22,Feminino,Cinto,76.0,Cartao de Debito,49,Trimestral
49,Feminino,Jaqueta,59.0,Cartao de Debito,7,Duas vezes/semana
58,Feminino,Saia,48.0,Dinheiro,13,A cada 3 meses
70,Feminino,Cinto,22.0,Transferencia Bancaria,2,Semanal
32,Feminino,Botas,40.0,Transferencia Bancaria,4,Semanal
62,Feminino,Jeans,73.0,Venmo,17,Trimestral
52,Feminino,Sapato,26.0,Cartao de Debito,43,Duas vezes/semana
23,Feminino,Sueter,41.0,Cartao de Debito,6,Mensal
26,Feminino,Joias,98.0,Venmo,46,Trimestral
58,Feminino,Camisa,63.0,PayPal,7,Duas vezes/semana
26,Feminino,Botas,55.0,Transferencia Bancaria,34,Quinzenal
54,Feminino,Shorts,90.0,Cartao de Credito,21,A cada 3 meses
66,Feminino,Bolsa,46.0,Cartao de Credito,13,Duas vezes/semana
60,Feminino,Sueter,88.0,Venmo,33,Duas vezes/semana
32,Feminino,Cinto,95.0,Transferencia Bancaria,24,Duas vezes/semana
48,Feminino,Cinto,31.0,Cartao de Credito,4,Anual
69,Feminino,Agasalho,42.0,PayPal,5,Duas vezes/semana
64,Feminino,Tenis,44.0,Cartao de Debito,11,Semanal
56,Feminino,Camiseta,99.0,Venmo,20,Anual
22,Feminino,Calca,20.0,Venmo,28,Trimestral
46,Feminino,Cachecol,37.0,Transferencia Bancaria,43,Mensal
24,Feminino,Sueter,50.0,Cartao de Credito,10,A cada 3 meses
47,Feminino,Bolsa,73.0,Cartao de Debito,26,A cada 3 meses
62,Feminino,Camisa,84.0,Dinheiro,29,Mensal
34,Feminino,Vestido,64.0,PayPal,35,Trimestral
50,Feminino,Sandalias,21.0,Cartao de Debito,23,Duas vezes/semana
29,Feminino,Camisa,36.0,PayPal,15,Trimestral
68,Feminino,Vestido,81.0,Transferencia Bancaria,46,Anual
52,Feminino,Óculos de Sol,54.0,Dinheiro,14,Duas vezes/semana
29,Feminino,Meias,63.0,Transferencia Bancaria,17,A cada 3 meses
22,Feminino,Sandalias,59.0,Transferencia Bancaria,9,Semanal
62,Feminino,Bone,53.0,Dinheiro,13,Quinzenal
69,Feminino,Camisa,63.0,PayPal,20,Mensal
48,Feminino,Sapato,33.0,Cartao de Debito,39,Trimestral
66,Feminino,Calca,64.0,Transferencia Bancaria,50,Trimestral
42,Feminino,Camisa,98.0,Venmo,21,Duas vezes/semana
50,Feminino,Bone,85.0,Venmo,3,Semanal
32,Feminino,Joias,82.0,PayPal,9,Quinzenal
51,Feminino,Jaqueta,85.0,Transferencia Bancaria,29,Duas vezes/semana
27,Feminino,Camisa,37.0,PayPal,42,Semanal
43,Feminino,Calca,56.0,PayPal,41,Quinzenal
48,Feminino,Saia,33.0,Cartao de Debito,17,Mensal
62,Feminino,Sandalias,57.0,Venmo,20,Anual
65,Feminino,Blusa,31.0,Cartao de Debito,18,Duas vezes/semana
50,Feminino,Meias,69.0,Transferencia Bancaria,7,Mensal
60,Feminino,Jaqueta,92.0,Cartao de Credito,47,Quinzenal
19,Feminino,Bolsa,46.0,Transferencia Bancaria,2,Duas vezes/semana
21,Feminino,Cinto,81.0,PayPal,25,Trimestral
19,Feminino,Blusa,97.0,Dinheiro,26,Anual
46,Feminino,Camisa,93.0,PayPal,2,Semanal
21,Feminino,Bolsa,56.0,Venmo,45,Duas vezes/semana
26,Feminino,Cachecol,53.0,PayPal,9,Duas vezes/semana
50,Feminino,Casaco,66.0,Cartao de Debito,1,Semanal
43,Feminino,Agasalho,50.0,Cartao de Credito,4,Duas vezes/semana
61,Feminino,Shorts,97.0,Venmo,31,Trimestral
63,Feminino,Sandalias,79.0,Dinheiro,21,A cada 3 meses
46,Feminino,Camisa,76.0,Venmo,32,Quinzenal
63,Feminino,Agasalho,38.0,Cartao de Credito,16,Semanal
23,Feminino,Meias,45.0,Cartao de Debito,34,Quinzenal
57,Feminino,Bolsa,77.0,PayPal,40,Duas vezes/semana
57,Feminino,Joias,51.0,Venmo,4,A cada 3 meses
33,Feminino,Casaco,26.0,Venmo,3,Trimestral
57,Feminino,Óculos de Sol,76.0,PayPal,28,Duas vezes/semana
55,Feminino,Luvas,94.0,Cartao de Credito,43,A cada 3 meses
65,Feminino,Jaqueta,32.0,PayPal,20,Anual
60,Feminino,Sandalias,20.0,PayPal,40,A cada 3 meses
52,Feminino,Calca,20.0,PayPal,34,A cada 3 meses
34,Feminino,Jaqueta,59.0,Dinheiro,11,A cada 3 meses
33,Feminino,Sueter,97.0,Dinheiro,26,Trimestral
58,Feminino,Camiseta,68.0,Cartao de Credito,29,Duas vezes/semana
35,Feminino,Botas,66.0,Venmo,47,Semanal
68,Feminino,Sapato,85.0,Transferencia Bancaria,48,Quinzenal
58,Feminino,Saia,32.0,Transferencia Bancaria,29,Duas vezes/semana
34,Feminino,Casaco,44.0,Dinheiro,14,Mensal
47,Feminino,Blusa,95.0,Venmo,40,A cada 3 meses
35,Feminino,Óculos de Sol,85.0,Venmo,4,Semanal
34,Feminino,Luvas,44.0,Cartao de Debito,37,Semanal
36,Feminino,Óculos de Sol,30.0,Venmo,47,Duas vezes/semana
23,Feminino,Tenis,21.0,PayPal,1,Trimestral
68,Feminino,Agasalho,22.0,Cartao de Debito,26,Trimestral
23,Feminino,Botas,70.0,Transferencia Bancaria,12,Trimestral
57,Feminino,Bolsa,29.0,Cartao de Debito,16,Quinzenal
21,Feminino,Camisa,83.0,Transferencia Bancaria,19,Anual
45,Feminino,Sueter,99.0,Dinheiro,21,Semanal
37,Feminino,Shorts,35.0,Cartao de Credito,15,Semanal
18,Feminino,Cinto,40.0,Cartao de Debito,9,Anual
55,Feminino,Blusa,25.0,Venmo,7,Duas vezes/semana
52,Feminino,Camiseta,64.0,Dinheiro,47,Trimestral
49,Feminino,Cinto,90.0,Venmo,17,Mensal
56,Feminino,Meias,88.0,Transferencia Bancaria,46,Quinzenal
27,Feminino,Cinto,55.0,Venmo,32,Trimestral
22,Feminino,Bolsa,90.0,PayPal,34,Anual
18,Feminino,Camisa,50.0,Dinheiro,18,Mensal
21,Feminino,Cinto,34.0,Transferencia Bancaria,5,Quinzenal
30,Feminino,Joias,77.0,PayPal,44,Mensal
62,Feminino,Bone,89.0,PayPal,4,Trimestral
28,Feminino,Mochila,87.0,Cartao de Debito,37,Quinzenal
66,Feminino,Vestido,77.0,Dinheiro,43,Mensal
66,Feminino,Sapato,85.0,Cartao de Credito,28,Trimestral
49,Feminino,Calca,66.0,Transferencia Bancaria,36,Mensal
40,Feminino,Vestido,32.0,Dinheiro,16,Anual
49,Feminino,Jaqueta,92.0,PayPal,38,A cada 3 meses
19,Feminino,Camisa,80.0,Cartao de Debito,37,Quinzenal
24,Feminino,Vestido,78.0,Venmo,9,Duas vezes/semana
31,Feminino,Jeans,24.0,Transferencia Bancaria,14,Quinzenal
35,Feminino,Camiseta,59.0,Venmo,3,Semanal
65,Feminino,Óculos de Sol,41.0,Cartao de Debito,10,Quinzenal
68,Feminino,Joias,26.0,Cartao de Credito,26,Duas vezes/semana
57,Feminino,Meias,52.0,Venmo,30,Duas vezes/semana
69,Feminino,Saia,46.0,Dinheiro,32,Quinzenal
45,Feminino,Calca,52.0,PayPal,35,Mensal
35,Feminino,Meias,42.0,Cartao de Debito,26,A cada 3 meses
36,Feminino,Sandalias,37.0,Dinheiro,39,Mensal
55,Feminino,Cinto,52.0,Cartao de Credito,31,Mensal
66,Feminino,Sandalias,34.0,Dinheiro,28,Anual
57,Feminino,Shorts,88.0,Cartao de Debito,12,Duas vezes/semana
18,Feminino,Bolsa,88.0,Dinheiro,46,Semanal
31,Feminino,Jaqueta,51.0,Dinheiro,27,A cada 3 meses
50,Feminino,Óculos de Sol,97.0,PayPal,4,Anual
50,Feminino,Tenis,56.0,Cartao de Debito,14,A cada 3 meses
61,Feminino,Sueter,53.0,Cartao de Credito,30,Trimestral
52,Feminino,Saia,71.0,Cartao de Credito,6,Anual
38,Feminino,Joias,93.0,PayPal,43,Anual
67,Feminino,Blusa,72.0,Cartao de Credito,28,Semanal
42,Feminino,Blusa,59.0,Venmo,39,Mensal
25,Feminino,Botas,87.0,PayPal,30,Duas vezes/semana
41,Feminino,Jeans,78.0,Transferencia Bancaria,5,Quinzenal
62,Feminino,Agasalho,68.0,Transferencia Bancaria,42,A cada 3 meses
19,Feminino,Sueter,76.0,Cartao de Credito,20,Quinzenal
63,Feminino,Luvas,99.0,PayPal,35,Quinzenal
43,Feminino,Tenis,52.0,Cartao de Debito,10,Duas vezes/semana
68,Feminino,Óculos de Sol,58.0,Cartao de Debito,36,Trimestral
24,Feminino,Cinto,59.0,Cartao de Debito,21,Quinzenal
27,Feminino,Sueter,71.0,Transferencia Bancaria,29,A cada 3 meses
61,Feminino,Luvas,94.0,Dinheiro,39,Semanal
59,Feminino,Bolsa,40.0,PayPal,16,Mensal
67,Feminino,Meias,24.0,PayPal,32,Mensal
46,Feminino,Calca,38.0,Cartao de Credito,34,Mensal
65,Feminino,Cachecol,37.0,Transferencia Bancaria,38,Anual
63,Feminino,Casaco,29.0,Dinheiro,14,Anual
57,Feminino,Jaqueta,92.0,Cartao de Credito,23,Duas vezes/semana
40,Feminino,Agasalho,24.0,Cartao de Debito,50,A cada 3 meses
36,Feminino,Botas,52.0,Cartao de Debito,49,Mensal
67,Feminino,Meias,29.0,Cartao de Debito,14,Anual
61,Feminino,Joias,30.0,PayPal,42,Semanal
64,Feminino,Sapato,31.0,Transferencia Bancaria,39,Anual
30,Feminino,Meias,67.0,Cartao de Debito,43,Duas vezes/semana
53,Feminino,Calca,65.0,Cartao de Credito,12,Mensal
27,Feminino,Tenis,22.0,Transferencia Bancaria,21,Semanal
27,Feminino,Óculos de Sol,56.0,Venmo,33,Mensal
53,Feminino,Saia,78.0,Transferencia Bancaria,6,Anual
34,Feminino,Casaco,90.0,Transferencia Bancaria,10,A cada 3 meses
39,Feminino,Agasalho,85.0,Cartao de Debito,18,Semanal
44,Feminino,Óculos de Sol,58.0,PayPal,46,Semanal
37,Feminino,Saia,34.0,Venmo,49,Mensal
57,Feminino,Casaco,40.0,Transferencia Bancaria,39,Semanal
38,Feminino,Bolsa,29.0,PayPal,16,Mensal
21,Feminino,Camiseta,76.0,Cartao de Credito,28,Anual
45,Feminino,Óculos de Sol,84.0,Cartao de Debito,22,Trimestral
68,Feminino,Camisa,65.0,PayPal,36,Duas vezes/semana
37,Feminino,Agasalho,80.0,Dinheiro,18,Mensal
53,Feminino,Blusa,98.0,Cartao de Credito,31,Semanal
57,Feminino,Tenis,71.0,Cartao de Debito,38,Quinzenal
28,Feminino,Cachecol,69.0,Cartao de Credito,42,Trimestral
37,Feminino,Joias,95.0,Cartao de Credito,27,Anual
54,Feminino,Calca,67.0,Cartao de Debito,24,Mensal
49,Feminino,Tenis,49.0,Venmo,38,Anual
62,Feminino,Sapato,97.0,PayPal,9,Anual
45,Feminino,Camiseta,34.0,PayPal,19,Mensal
45,Feminino,Cinto,74.0,Cartao de Credito,11,Duas vezes/semana
49,Feminino,Joias,96.0,Transferencia Bancaria,16,Trimestral
27,Feminino,Cinto,68.0,Venmo,18,Mensal
63,Feminino,Cinto,84.0,Venmo,8,Mensal
61,Feminino,Camiseta,57.0,Transferencia Bancaria,4,Semanal
25,Feminino,Tenis,84.0,PayPal,37,Trimestral
33,Feminino,Óculos de Sol,32.0,Cartao de Credito,30,Mensal
56,Feminino,Sandalias,37.0,Cartao de Credito,37,Mensal
50,Feminino,Bolsa,58.0,Cartao de Credito,30,Trimestral
45,Feminino,Meias,74.0,Dinheiro,17,Semanal
45,Feminino,Agasalho,99.0,Venmo,11,A cada 3 meses
65,Feminino,Sueter,81.0,Transferencia Bancaria,42,Anual
63,Feminino,Calca,76.0,PayPal,20,Semanal
70,Feminino,Tenis,98.0,Venmo,37,Mensal
53,Feminino,Luvas,91.0,Venmo,12,Quinzenal
22,Feminino,Camiseta,79.0,Venmo,41,Trimestral
26,Feminino,Mochila,83.0,Cartao de Credito,32,Trimestral
23,Feminino,Casaco,90.0,Dinheiro,15,Semanal
25,Feminino,Casaco,20.0,Cartao de Debito,39,Trimestral
69,Feminino,Sandalias,21.0,Transferencia Bancaria,48,Quinzenal
36,Feminino,Mochila,60.0,Cartao de Debito,8,Quinzenal
21,Feminino,Sueter,31.0,Venmo,11,A cada 3 meses
57,Feminino,Shorts,40.0,Dinheiro,36,Mensal
60,Feminino,Óculos de Sol,26.0,Dinheiro,50,A cada 3 meses
44,Feminino,Camisa,98.0,PayPal,39,A cada 3 meses
31,Feminino,Sapato,51.0,Cartao de Debito,11,Duas vezes/semana
57,Feminino,Bone,95.0,PayPal,5,A cada 3 meses
39,Feminino,Cachecol,36.0,Transferencia Bancaria,7,Anual
48,Feminino,Cinto,52.0,Transferencia Bancaria,50,Semanal
42,Feminino,Camiseta,35.0,Dinheiro,21,A cada 3 meses
56,Feminino,Shorts,68.0,PayPal,31,Quinzenal
28,Feminino,Calca,50.0,PayPal,39,Duas vezes/semana
40,Feminino,Óculos de Sol,100.0,Cartao de Credito,28,Quinzenal
49,Feminino,Casaco,74.0,Transferencia Bancaria,33,Semanal
37,Feminino,Agasalho,45.0,Cartao de Debito,42,Trimestral
22,Feminino,Vestido,97.0,Dinheiro,5,A cada 3 meses
27,Feminino,Blusa,60.0,Venmo,25,Mensal
59,Feminino,Meias,25.0,Dinheiro,48,Anual
35,Feminino,Meias,55.0,Cartao de Debito,30,Semanal
58,Feminino,Sapato,99.0,Transferencia Bancaria,34,Trimestral
58,Feminino,Cinto,45.0,Cartao de Credito,34,A cada 3 meses
46,Feminino,Sueter,20.0,Cartao de Credito,14,Quinzenal
43,Feminino,Calca,88.0,Venmo,2,Semanal
39,Feminino,Cachecol,99.0,Cartao de Credito,41,A cada 3 meses
59,Feminino,Saia,86.0,Dinheiro,3,Mensal
59,Feminino,Vestido,70.0,Cartao de Debito,18,Semanal
59,Feminino,Bone,50.0,Cartao de Credito,1,Quinzenal
45,Feminino,Bolsa,57.0,Cartao de Credito,5,Mensal
27,Feminino,Calca,69.0,Cartao de Debito,41,Anual
24,Feminino,Camiseta,94.0,Transferencia Bancaria,5,Mensal
47,Feminino,Jaqueta,24.0,Cartao de Credito,10,A cada 3 meses
70,Feminino,Cachecol,79.0,Cartao de Debito,20,Anual
58,Feminino,Bone,31.0,PayPal,11,Semanal
45,Feminino,Jaqueta,67.0,Venmo,4,Quinzenal
24,Feminino,Saia,63.0,PayPal,38,Semanal
67,Feminino,Bolsa,61.0,Cartao de Debito,19,Duas vezes/semana
31,Feminino,Mochila,50.0,Venmo,16,A cada 3 meses
52,Feminino,Casaco,82.0,Transferencia Bancaria,2,Mensal
29,Feminino,Cinto,51.0,Transferencia Bancaria,11,Mensal
62,Feminino,Bolsa,23.0,Cartao de Debito,18,Quinzenal
19,Feminino,Casaco,91.0,Transferencia Bancaria,47,Quinzenal
62,Feminino,Sueter,60.0,PayPal,15,Duas vezes/semana
70,Feminino,Blusa,34.0,PayPal,15,Semanal
20,Feminino,Blusa,23.0,PayPal,47,Trimestral
67,Feminino,Cinto,82.0,Cartao de Credito,47,Mensal
65,Feminino,Jaqueta,73.0,PayPal,6,A cada 3 meses
45,Feminino,Shorts,32.0,Transferencia Bancaria,18,Mensal
26,Feminino,Bone,80.0,Cartao de Debito,40,Duas vezes/semana
36,Feminino,Calca,58.0,PayPal,31,Quinzenal
36,Feminino,Blusa,82.0,Venmo,31,Duas vezes/semana
20,Feminino,Cinto,60.0,PayPal,4,Quinzenal
30,Feminino,Bolsa,79.0,Cartao de Debito,36,A cada 3 meses
34,Feminino,Agasalho,41.0,Transferencia Bancaria,31,Duas vezes/semana
63,Feminino,Jaqueta,39.0,Dinheiro,6,Quinzenal
18,Feminino,Cachecol,36.0,Cartao de Credito,1,Mensal
55,Feminino,Jeans,70.0,Venmo,29,Mensal
48,Feminino,Bolsa,47.0,Cartao de Credito,19,Mensal
45,Feminino,Jaqueta,27.0,Cartao de Debito,12,Quinzenal
29,Feminino,Bone,52.0,PayPal,18,Anual
55,Feminino,Tenis,75.0,Venmo,45,Trimestral
55,Feminino,Bone,30.0,Dinheiro,45,Mensal
55,Feminino,Meias,94.0,PayPal,8,Trimestral
48,Feminino,Cachecol,68.0,Cartao de Credito,4,A cada 3 meses
42,Feminino,Meias,45.0,Dinheiro,5,Quinzenal
21,Feminino,Bone,67.0,Cartao de Debito,30,Trimestral
45,Feminino,Jaqueta,46.0,Venmo,15,Mensal
23,Feminino,Shorts,31.0,Dinheiro,17,A cada 3 meses
66,Feminino,Blusa,44.0,Dinheiro,45,A cada 3 meses
32,Feminino,Casaco,100.0,Transferencia Bancaria,3,Anual
52,Feminino,Sueter,92.0,Cartao de Credito,43,Semanal
54,Feminino,Bolsa,78.0,Venmo,4,Mensal
37,Feminino,Camiseta,32.0,Venmo,41,Semanal
29,Feminino,Sandalias,97.0,Cartao de Debito,16,Mensal
47,Feminino,Luvas,95.0,Dinheiro,10,Anual
47,Feminino,Shorts,64.0,Transferencia Bancaria,2,Trimestral
42,Feminino,Sandalias,35.0,Venmo,11,Duas vezes/semana
34,Feminino,Mochila,54.0,Cartao de Debito,1,Duas vezes/semana
38,Feminino,Tenis,96.0,PayPal,41,Trimestral
55,Feminino,Óculos de Sol,58.0,Cartao de Debito,39,Trimestral
27,Feminino,Camiseta,23.0,PayPal,1,Duas vezes/semana
55,Feminino,Jeans,35.0,Cartao de Debito,3,Mensal
66,Feminino,Camisa,23.0,Transferencia Bancaria,21,Anual
44,Feminino,Bone,94.0,Cartao de Credito,48,Trimestral
39,Feminino,Blusa,45.0,Venmo,24,Anual
23,Feminino,Jaqueta,23.0,Transferencia Bancaria,45,Duas vezes/semana
29,Feminino,Saia,94.0,Venmo,46,Mensal
20,Feminino,Luvas,99.0,Cartao de Debito,35,Quinzenal
42,Feminino,Camiseta,36.0,Cartao de Credito,47,Quinzenal
55,Feminino,Jaqueta,50.0,Venmo,35,Mensal
66,Feminino,Jaqueta,81.0,Cartao de Credito,45,Semanal
24,Feminino,Shorts,31.0,Transferencia Bancaria,6,Duas vezes/semana
62,Feminino,Bone,48.0,Cartao de Debito,20,Anual
28,Feminino,Bolsa,91.0,Dinheiro,3,Duas vezes/semana
30,Feminino,Jeans,99.0,PayPal,30,Trimestral
22,Feminino,Sapato,70.0,Cartao de Credito,28,Duas vezes/semana
28,Feminino,Camiseta,74.0,PayPal,15,A cada 3 meses
35,Feminino,Joias,79.0,Dinheiro,29,Trimestral
45,Feminino,Bolsa,33.0,PayPal,15,Duas vezes/semana
43,Feminino,Camisa,49.0,Dinheiro,18,Quinzenal
55,Feminino,Cinto,96.0,Cartao de Credito,7,Duas vezes/semana
31,Feminino,Vestido,66.0,Cartao de Debito,19,A cada 3 meses
42,Feminino,Saia,45.0,Dinheiro,15,Semanal
40,Feminino,Blusa,28.0,Cartao de Debito,3,Duas vezes/semana
39,Feminino,Jeans,48.0,Cartao de Credito,13,Duas vezes/semana
41,Feminino,Agasalho,67.0,Venmo,37,Mensal
56,Feminino,Camiseta,59.0,Cartao de Debito,26,Anual
43,Feminino,Óculos de Sol,74.0,Cartao de Credito,29,Mensal
22,Feminino,Jaqueta,81.0,Venmo,47,A cada 3 meses
47,Feminino,Sapato,26.0,Cartao de Credito,47,Duas vezes/semana
50,Feminino,Bolsa,61.0,Cartao de Credito,48,Quinzenal
