Id,Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
3053,48,Feminino,Sapato,38.0,Cartao de Credito,7,Quinzenal
3054,32,Feminino,Sapato,91.0,Cartao de Credito,22,Mensal
3055,42,Feminino,Botas,70.0,Dinheiro,34,Mensal
3056,27,Feminino,Sandalias,22.0,Transferencia Bancaria,5,Duas vezes/semana
3057,69,Feminino,Luvas,59.0,Cartao de Credito,15,Duas vezes/semana
3058,67,Feminino,Mochila,22.0,PayPal,26,Semanal
3059,41,Feminino,Bolsa,74.0,Venmo,3,Quinzenal
3060,46,Feminino,Sueter,71.0,PayPal,42,Trimestral
3061,47,Feminino,Casaco,80.0,Cartao de Credito,1,Mensal
3062,33,Feminino,Camiseta,59.0,Cartao de Debito,20,A cada 3 meses
3063,51,Feminino,Mochila,96.0,Transferencia Bancaria,39,Mensal
3064,26,Feminino,Óculos de Sol,43.0,Cartao de Debito,24,Quinzenal
3065,22,Feminino,Cinto,76.0,Cartao de Debito,49,Trimestral
3066,49,Feminino,Jaqueta,59.0,Cartao de Debito,7,Duas vezes/semana
3067,58,Feminino,Saia,48.0,Dinheiro,13,A cada 3 meses
3068,70,Feminino,Cinto,22.0,Transferencia Bancaria,2,Semanal
3069,32,Feminino,Botas,40.0,Transferencia Bancaria,4,Semanal
3070,62,Feminino,Jeans,73.0,Venmo,17,Trimestral
3071,52,Feminino,Sapato,26.0,Cartao de Debito,43,Duas vezes/semana
3072,23,Feminino,Sueter,41.0,Cartao de Debito,6,Mensal
3073,26,Feminino,Joias,98.0,Venmo,46,Trimestral
3074,58,Feminino,Camisa,63.0,PayPal,7,Duas vezes/semana
3075,26,Feminino,Botas,55.0,Transferencia Bancaria,34,Quinzenal
3076,54,Feminino,Shorts,90.0,Cartao de Credito,21,A cada 3 meses
3077,66,Feminino,Bolsa,46.0,Cartao de Credito,13,Duas vezes/semana
3078,60,Feminino,Sueter,88.0,Venmo,33,Duas vezes/semana
3079,32,Feminino,Cinto,95.0,Transferencia Bancaria,24,Duas vezes/semana
3080,48,Feminino,Cinto,31.0,Cartao de Credito,4,Anual
3081,69,Feminino,Agasalho,42.0,PayPal,5,Duas vezes/semana
3082,64,Feminino,Tenis,44.0,Cartao de Debito,11,Semanal
3083,56,Feminino,Camiseta,99.0,Venmo,20,Anual
3084,22,Feminino,Calca,20.0,Venmo,28,Trimestral
3085,46,Feminino,Cachecol,37.0,Transferencia Bancaria,43,Mensal
3086,24,Feminino,Sueter,50.0,Cartao de Credito,10,A cada 3 meses
3087,47,Feminino,Bolsa,73.0,Cartao de Debito,26,A cada 3 meses
3088,62,Feminino,Camisa,84.0,Dinheiro,29,Mensal
3089,34,Feminino,Vestido,64.0,PayPal,35,Trimestral
3090,50,Feminino,Sandalias,21.0,Cartao de Debito,23,Duas vezes/semana
3091,29,Feminino,Camisa,36.0,PayPal,15,Trimestral
3092,68,Feminino,Vestido,81.0,Transferencia Bancaria,46,Anual
3093,52,Feminino,Óculos de Sol,54.0,Dinheiro,14,Duas vezes/semana
3094,29,Feminino,Meias,63.0,Transferencia Bancaria,17,A cada 3 meses
3095,22,Feminino,Sandalias,59.0,Transferencia Bancaria,9,Semanal
3096,62,Feminino,Bone,53.0,Dinheiro,13,Quinzenal
3097,69,Feminino,Camisa,63.0,PayPal,20,Mensal
3098,48,Feminino,Sapato,33.0,Cartao de Debito,39,Trimestral
3099,66,Feminino,Calca,64.0,Transferencia Bancaria,50,Trimestral
3100,42,Feminino,Camisa,98.0,Venmo,21,Duas vezes/semana
3101,50,Feminino,Bone,85.0,Venmo,3,Semanal
3102,32,Feminino,Joias,82.0,PayPal,9,Quinzenal
3103,51,Feminino,Jaqueta,85.0,Transferencia Bancaria,29,Duas vezes/semana
3104,27,Feminino,Camisa,37.0,PayPal,42,Semanal
3105,43,Feminino,Calca,56.0,PayPal,41,Quinzenal
3106,48,Feminino,Saia,33.0,Cartao de Debito,17,Mensal
3107,62,Feminino,Sandalias,57.0,Venmo,20,Anual
3108,65,Feminino,Blusa,31.0,Cartao de Debito,18,Duas vezes/semana
3109,50,Feminino,Meias,69.0,Transferencia Bancaria,7,Mensal
3110,60,Feminino,Jaqueta,92.0,Cartao de Credito,47,Quinzenal
3111,19,Feminino,Bolsa,46.0,Transferencia Bancaria,2,Duas vezes/semana
3112,21,Feminino,Cinto,81.0,PayPal,25,Trimestral
3113,19,Feminino,Blusa,97.0,Dinheiro,26,Anual
3114,46,Feminino,Camisa,93.0,PayPal,2,Semanal
3115,21,Feminino,Bolsa,56.0,Venmo,45,Duas vezes/semana
3116,26,Feminino,Cachecol,53.0,PayPal,9,Duas vezes/semana
3117,50,Feminino,Casaco,66.0,Cartao de Debito,1,Semanal
3118,43,Feminino,Agasalho,50.0,Cartao de Credito,4,Duas vezes/semana
3119,61,Feminino,Shorts,97.0,Venmo,31,Trimestral
3120,63,Feminino,Sandalias,79.0,Dinheiro,21,A cada 3 meses
3121,46,Feminino,Camisa,76.0,Venmo,32,Quinzenal
3122,63,Feminino,Agasalho,38.0,Cartao de Credito,16,Semanal
3123,23,Feminino,Meias,45.0,Cartao de Debito,34,Quinzenal
3124,57,Feminino,Bolsa,77.0,PayPal,40,Duas vezes/semana
3125,57,Feminino,Joias,51.0,Venmo,4,A cada 3 meses
3126,33,Feminino,Casaco,26.0,Venmo,3,Trimestral
3127,57,Feminino,Óculos de Sol,76.0,PayPal,28,Duas vezes/semana
3128,55,Feminino,Luvas,94.0,Cartao de Credito,43,A cada 3 meses
3129,65,Feminino,Jaqueta,32.0,PayPal,20,Anual
3130,60,Feminino,Sandalias,20.0,PayPal,40,A cada 3 meses
3131,52,Feminino,Calca,20.0,PayPal,34,A cada 3 meses
3132,34,Feminino,Jaqueta,59.0,Dinheiro,11,A cada 3 meses
3133,33,Feminino,Sueter,97.0,Dinheiro,26,Trimestral
3134,58,Feminino,Camiseta,68.0,Cartao de Credito,29,Duas vezes/semana
3135,35,Feminino,Botas,66.0,Venmo,47,Semanal
3136,68,Feminino,Sapato,85.0,Transferencia Bancaria,48,Quinzenal
3137,58,Feminino,Saia,32.0,Transferencia Bancaria,29,Duas vezes/semana
3138,34,Feminino,Casaco,44.0,Dinheiro,14,Mensal
3139,47,Feminino,Blusa,95.0,Venmo,40,A cada 3 meses
3140,35,Feminino,Óculos de Sol,85.0,Venmo,4,Semanal
3141,34,Feminino,Luvas,44.0,Cartao de Debito,37,Semanal
3142,36,Feminino,Óculos de Sol,30.0,Venmo,47,Duas vezes/semana
3143,23,Feminino,Tenis,21.0,PayPal,1,Trimestral
3144,68,Feminino,Agasalho,22.0,Cartao de Debito,26,Trimestral
3145,23,Feminino,Botas,70.0,Transferencia Bancaria,12,Trimestral
3146,57,Feminino,Bolsa,29.0,Cartao de Debito,16,Quinzenal
3147,21,Feminino,Camisa,83.0,Transferencia Bancaria,19,Anual
3148,45,Feminino,Sueter,99.0,Dinheiro,21,Semanal
3149,37,Feminino,Shorts,35.0,Cartao de Credito,15,Semanal
3150,18,Feminino,Cinto,40.0,Cartao de Debito,9,Anual
3151,55,Feminino,Blusa,25.0,Venmo,7,Duas vezes/semana
3152,52,Feminino,Camiseta,64.0,Dinheiro,47,Trimestral
3153,49,Feminino,Cinto,90.0,Venmo,17,Mensal
3154,56,Feminino,Meias,88.0,Transferencia Bancaria,46,Quinzenal
3155,27,Feminino,Cinto,55.0,Venmo,32,Trimestral
3156,22,Feminino,Bolsa,90.0,PayPal,34,Anual
3157,18,Feminino,Camisa,50.0,Dinheiro,18,Mensal
3158,21,Feminino,Cinto,34.0,Transferencia Bancaria,5,Quinzenal
3159,30,Feminino,Joias,77.0,PayPal,44,Mensal
3160,62,Feminino,Bone,89.0,PayPal,4,Trimestral
3161,28,Feminino,Mochila,87.0,Cartao de Debito,37,Quinzenal
3162,66,Feminino,Vestido,77.0,Dinheiro,43,Mensal
3163,66,Feminino,Sapato,85.0,Cartao de Credito,28,Trimestral
3164,49,Feminino,Calca,66.0,Transferencia Bancaria,36,Mensal
3165,40,Feminino,Vestido,32.0,Dinheiro,16,Anual
3166,49,Feminino,Jaqueta,92.0,PayPal,38,A cada 3 meses
3167,19,Feminino,Camisa,80.0,Cartao de Debito,37,Quinzenal
3168,24,Feminino,Vestido,78.0,Venmo,9,Duas vezes/semana
3169,31,Feminino,Jeans,24.0,Transferencia Bancaria,14,Quinzenal
3170,35,Feminino,Camiseta,59.0,Venmo,3,Semanal
3171,65,Feminino,Óculos de Sol,41.0,Cartao de Debito,10,Quinzenal
3172,68,Feminino,Joias,26.0,Cartao de Credito,26,Duas vezes/semana
3173,57,Feminino,Meias,52.0,Venmo,30,Duas vezes/semana
3174,69,Feminino,Saia,46.0,Dinheiro,32,Quinzenal
3175,45,Feminino,Calca,52.0,PayPal,35,Mensal
3176,35,Feminino,Meias,42.0,Cartao de Debito,26,A cada 3 meses
3177,36,Feminino,Sandalias,37.0,Dinheiro,39,Mensal
3178,55,Feminino,Cinto,52.0,Cartao de Credito,31,Mensal
3179,66,Feminino,Sandalias,34.0,Dinheiro,28,Anual
3180,57,Feminino,Shorts,88.0,Cartao de Debito,12,Duas vezes/semana
3181,18,Feminino,Bolsa,88.0,Dinheiro,46,Semanal
3182,31,Feminino,Jaqueta,51.0,Dinheiro,27,A cada 3 meses
3183,50,Feminino,Óculos de Sol,97.0,PayPal,4,Anual
3184,50,Feminino,Tenis,56.0,Cartao de Debito,14,A cada 3 meses
3185,61,Feminino,Sueter,53.0,Cartao de Credito,30,Trimestral
3186,52,Feminino,Saia,71.0,Cartao de Credito,6,Anual
3187,38,Feminino,Joias,93.0,PayPal,43,Anual
3188,67,Feminino,Blusa,72.0,Cartao de Credito,28,Semanal
3189,42,Feminino,Blusa,59.0,Venmo,39,Mensal
3190,25,Feminino,Botas,87.0,PayPal,30,Duas vezes/semana
3191,41,Feminino,Jeans,78.0,Transferencia Bancaria,5,Quinzenal
3192,62,Feminino,Agasalho,68.0,Transferencia Bancaria,42,A cada 3 meses
3193,19,Feminino,Sueter,76.0,Cartao de Credito,20,Quinzenal
3194,63,Feminino,Luvas,99.0,PayPal,35,Quinzenal
3195,43,Feminino,Tenis,52.0,Cartao de Debito,10,Duas vezes/semana
3196,68,Feminino,Óculos de Sol,58.0,Cartao de Debito,36,Trimestral
3197,24,Feminino,Cinto,59.0,Cartao de Debito,21,Quinzenal
3198,27,Feminino,Sueter,71.0,Transferencia Bancaria,29,A cada 3 meses
3199,61,Feminino,Luvas,94.0,Dinheiro,39,Semanal
3200,59,Feminino,Bolsa,40.0,PayPal,16,Mensal
3201,67,Feminino,Meias,24.0,PayPal,32,Mensal
3202,46,Feminino,Calca,38.0,Cartao de Credito,34,Mensal
3203,65,Feminino,Cachecol,37.0,Transferencia Bancaria,38,Anual
3204,63,Feminino,Casaco,29.0,Dinheiro,14,Anual
3205,57,Feminino,Jaqueta,92.0,Cartao de Credito,23,Duas vezes/semana
3206,40,Feminino,Agasalho,24.0,Cartao de Debito,50,A cada 3 meses
3207,36,Feminino,Botas,52.0,Cartao de Debito,49,Mensal
3208,67,Feminino,Meias,29.0,Cartao de Debito,14,Anual
3209,61,Feminino,Joias,30.0,PayPal,42,Semanal
3210,64,Feminino,Sapato,31.0,Transferencia Bancaria,39,Anual
3211,30,Feminino,Meias,67.0,Cartao de Debito,43,Duas vezes/semana
3212,53,Feminino,Calca,65.0,Cartao de Credito,12,Mensal
3213,27,Feminino,Tenis,22.0,Transferencia Bancaria,21,Semanal
3214,27,Feminino,Óculos de Sol,56.0,Venmo,33,Mensal
3215,53,Feminino,Saia,78.0,Transferencia Bancaria,6,Anual
3216,34,Feminino,Casaco,90.0,Transferencia Bancaria,10,A cada 3 meses
3217,39,Feminino,Agasalho,85.0,Cartao de Debito,18,Semanal
3218,44,Feminino,Óculos de Sol,58.0,PayPal,46,Semanal
3219,37,Feminino,Saia,34.0,Venmo,49,Mensal
3220,57,Feminino,Casaco,40.0,Transferencia Bancaria,39,Semanal
3221,38,Feminino,Bolsa,29.0,PayPal,16,Mensal
3222,21,Feminino,Camiseta,76.0,Cartao de Credito,28,Anual
3223,45,Feminino,Óculos de Sol,84.0,Cartao de Debito,22,Trimestral
3224,68,Feminino,Camisa,65.0,PayPal,36,Duas vezes/semana
3225,37,Feminino,Agasalho,80.0,Dinheiro,18,Mensal
3226,53,Feminino,Blusa,98.0,Cartao de Credito,31,Semanal
3227,57,Feminino,Tenis,71.0,Cartao de Debito,38,Quinzenal
3228,28,Feminino,Cachecol,69.0,Cartao de Credito,42,Trimestral
3229,37,Feminino,Joias,95.0,Cartao de Credito,27,Anual
3230,54,Feminino,Calca,67.0,Cartao de Debito,24,Mensal
3231,49,Feminino,Tenis,49.0,Venmo,38,Anual
3232,62,Feminino,Sapato,97.0,PayPal,9,Anual
3233,45,Feminino,Camiseta,34.0,PayPal,19,Mensal
3234,45,Feminino,Cinto,74.0,Cartao de Credito,11,Duas vezes/semana
3235,49,Feminino,Joias,96.0,Transferencia Bancaria,16,Trimestral
3236,27,Feminino,Cinto,68.0,Venmo,18,Mensal
3237,63,Feminino,Cinto,84.0,Venmo,8,Mensal
3238,61,Feminino,Camiseta,57.0,Transferencia Bancaria,4,Semanal
3239,25,Feminino,Tenis,84.0,PayPal,37,Trimestral
3240,33,Feminino,Óculos de Sol,32.0,Cartao de Credito,30,Mensal
3241,56,Feminino,Sandalias,37.0,Cartao de Credito,37,Mensal
3242,50,Feminino,Bolsa,58.0,Cartao de Credito,30,Trimestral
3243,45,Feminino,Meias,74.0,Dinheiro,17,Semanal
3244,45,Feminino,Agasalho,99.0,Venmo,11,A cada 3 meses
3245,65,Feminino,Sueter,81.0,Transferencia Bancaria,42,Anual
3246,63,Feminino,Calca,76.0,PayPal,20,Semanal
3247,70,Feminino,Tenis,98.0,Venmo,37,Mensal
3248,53,Feminino,Luvas,91.0,Venmo,12,Quinzenal
3249,22,Feminino,Camiseta,79.0,Venmo,41,Trimestral
3250,26,Feminino,Mochila,83.0,Cartao de Credito,32,Trimestral
3251,23,Feminino,Casaco,90.0,Dinheiro,15,Semanal
3252,25,Feminino,Casaco,20.0,Cartao de Debito,39,Trimestral
3253,69,Feminino,Sandalias,21.0,Transferencia Bancaria,48,Quinzenal
3254,36,Feminino,Mochila,60.0,Cartao de Debito,8,Quinzenal
3255,21,Feminino,Sueter,31.0,Venmo,11,A cada 3 meses
3256,57,Feminino,Shorts,40.0,Dinheiro,36,Mensal
3257,60,Feminino,Óculos de Sol,26.0,Dinheiro,50,A cada 3 meses
3258,44,Feminino,Camisa,98.0,PayPal,39,A cada 3 meses
3259,31,Feminino,Sapato,51.0,Cartao de Debito,11,Duas vezes/semana
3260,57,Feminino,Bone,95.0,PayPal,5,A cada 3 meses
3261,39,Feminino,Cachecol,36.0,Transferencia Bancaria,7,Anual
3262,48,Feminino,Cinto,52.0,Transferencia Bancaria,50,Semanal
3263,42,Feminino,Camiseta,35.0,Dinheiro,21,A cada 3 meses
3264,56,Feminino,Shorts,68.0,PayPal,31,Quinzenal
3265,28,Feminino,Calca,50.0,PayPal,39,Duas vezes/semana
3266,40,Feminino,Óculos de Sol,100.0,Cartao de Credito,28,Quinzenal
3267,49,Feminino,Casaco,74.0,Transferencia Bancaria,33,Semanal
3268,37,Feminino,Agasalho,45.0,Cartao de Debito,42,Trimestral
3269,22,Feminino,Vestido,97.0,Dinheiro,5,A cada 3 meses
3270,27,Feminino,Blusa,60.0,Venmo,25,Mensal
3271,59,Feminino,Meias,25.0,Dinheiro,48,Anual
3272,35,Feminino,Meias,55.0,Cartao de Debito,30,Semanal
3273,58,Feminino,Sapato,99.0,Transferencia Bancaria,34,Trimestral
3274,58,Feminino,Cinto,45.0,Cartao de Credito,34,A cada 3 meses
3275,46,Feminino,Sueter,20.0,Cartao de Credito,14,Quinzenal
3276,43,Feminino,Calca,88.0,Venmo,2,Semanal
3277,39,Feminino,Cachecol,99.0,Cartao de Credito,41,A cada 3 meses
3278,59,Feminino,Saia,86.0,Dinheiro,3,Mensal
3279,59,Feminino,Vestido,70.0,Cartao de Debito,18,Semanal
3280,59,Feminino,Bone,50.0,Cartao de Credito,1,Quinzenal
3281,45,Feminino,Bolsa,57.0,Cartao de Credito,5,Mensal
3282,27,Feminino,Calca,69.0,Cartao de Debito,41,Anual
3283,24,Feminino,Camiseta,94.0,Transferencia Bancaria,5,Mensal
3284,47,Feminino,Jaqueta,24.0,Cartao de Credito,10,A cada 3 meses
3285,70,Feminino,Cachecol,79.0,Cartao de Debito,20,Anual
3286,58,Feminino,Bone,31.0,PayPal,11,Semanal
3287,45,Feminino,Jaqueta,67.0,Venmo,4,Quinzenal
3288,24,Feminino,Saia,63.0,PayPal,38,Semanal
3289,67,Feminino,Bolsa,61.0,Cartao de Debito,19,Duas vezes/semana
3290,31,Feminino,Mochila,50.0,Venmo,16,A cada 3 meses
3291,52,Feminino,Casaco,82.0,Transferencia Bancaria,2,Mensal
3292,29,Feminino,Cinto,51.0,Transferencia Bancaria,11,Mensal
3293,62,Feminino,Bolsa,23.0,Cartao de Debito,18,Quinzenal
3294,19,Feminino,Casaco,91.0,Transferencia Bancaria,47,Quinzenal
3295,62,Feminino,Sueter,60.0,PayPal,15,Duas vezes/semana
3296,70,Feminino,Blusa,34.0,PayPal,15,Semanal
3297,20,Feminino,Blusa,23.0,PayPal,47,Trimestral
3298,67,Feminino,Cinto,82.0,Cartao de Credito,47,Mensal
3299,65,Feminino,Jaqueta,73.0,PayPal,6,A cada 3 meses
3300,45,Feminino,Shorts,32.0,Transferencia Bancaria,18,Mensal
3301,26,Feminino,Bone,80.0,Cartao de Debito,40,Duas vezes/semana
3302,36,Feminino,Calca,58.0,PayPal,31,Quinzenal
3303,36,Feminino,Blusa,82.0,Venmo,31,Duas vezes/semana
3304,20,Feminino,Cinto,60.0,PayPal,4,Quinzenal
3305,30,Feminino,Bolsa,79.0,Cartao de Debito,36,A cada 3 meses
3306,34,Feminino,Agasalho,41.0,Transferencia Bancaria,31,Duas vezes/semana
3307,63,Feminino,Jaqueta,39.0,Dinheiro,6,Quinzenal
3308,18,Feminino,Cachecol,36.0,Cartao de Credito,1,Mensal
3309,55,Feminino,Jeans,70.0,Venmo,29,Mensal
3310,48,Feminino,Bolsa,47.0,Cartao de Credito,19,Mensal
3311,45,Feminino,Jaqueta,27.0,Cartao de Debito,12,Quinzenal
3312,29,Feminino,Bone,52.0,PayPal,18,Anual
3313,55,Feminino,Tenis,75.0,Venmo,45,Trimestral
3314,55,Feminino,Bone,30.0,Dinheiro,45,Mensal
3315,55,Feminino,Meias,94.0,PayPal,8,Trimestral
3316,48,Feminino,Cachecol,68.0,Cartao de Credito,4,A cada 3 meses
3317,42,Feminino,Meias,45.0,Dinheiro,5,Quinzenal
3318,21,Feminino,Bone,67.0,Cartao de Debito,30,Trimestral
3319,45,Feminino,Jaqueta,46.0,Venmo,15,Mensal
3320,23,Feminino,Shorts,31.0,Dinheiro,17,A cada 3 meses
3321,66,Feminino,Blusa,44.0,Dinheiro,45,A cada 3 meses
3322,32,Feminino,Casaco,100.0,Transferencia Bancaria,3,Anual
3323,52,Feminino,Sueter,92.0,Cartao de Credito,43,Semanal
3324,54,Feminino,Bolsa,78.0,Venmo,4,Mensal
3325,37,Feminino,Camiseta,32.0,Venmo,41,Semanal
3326,29,Feminino,Sandalias,97.0,Cartao de Debito,16,Mensal
3327,47,Feminino,Luvas,95.0,Dinheiro,10,Anual
3328,47,Feminino,Shorts,64.0,Transferencia Bancaria,2,Trimestral
3329,42,Feminino,Sandalias,35.0,Venmo,11,Duas vezes/semana
3330,34,Feminino,Mochila,54.0,Cartao de Debito,1,Duas vezes/semana
3331,38,Feminino,Tenis,96.0,PayPal,41,Trimestral
3332,55,Feminino,Óculos de Sol,58.0,Cartao de Debito,39,Trimestral
3333,27,Feminino,Camiseta,23.0,PayPal,1,Duas vezes/semana
3334,55,Feminino,Jeans,35.0,Cartao de Debito,3,Mensal
3335,66,Feminino,Camisa,23.0,Transferencia Bancaria,21,Anual
3336,44,Feminino,Bone,94.0,Cartao de Credito,48,Trimestral
3337,39,Feminino,Blusa,45.0,Venmo,24,Anual
3338,23,Feminino,Jaqueta,23.0,Transferencia Bancaria,45,Duas vezes/semana
3339,29,Feminino,Saia,94.0,Venmo,46,Mensal
3340,20,Feminino,Luvas,99.0,Cartao de Debito,35,Quinzenal
3341,42,Feminino,Camiseta,36.0,Cartao de Credito,47,Quinzenal
3342,55,Feminino,Jaqueta,50.0,Venmo,35,Mensal
3343,66,Feminino,Jaqueta,81.0,Cartao de Credito,45,Semanal
3344,24,Feminino,Shorts,31.0,Transferencia Bancaria,6,Duas vezes/semana
3345,62,Feminino,Bone,48.0,Cartao de Debito,20,Anual
3346,28,Feminino,Bolsa,91.0,Dinheiro,3,Duas vezes/semana
3347,30,Feminino,Jeans,99.0,PayPal,30,Trimestral
3348,22,Feminino,Sapato,70.0,Cartao de Credito,28,Duas vezes/semana
3349,28,Feminino,Camiseta,74.0,PayPal,15,A cada 3 meses
3350,35,Feminino,Joias,79.0,Dinheiro,29,Trimestral
3351,45,Feminino,Bolsa,33.0,PayPal,15,Duas vezes/semana
3352,43,Feminino,Camisa,49.0,Dinheiro,18,Quinzenal
3353,55,Feminino,Cinto,96.0,Cartao de Credito,7,Duas vezes/semana
3354,31,Feminino,Vestido,66.0,Cartao de Debito,19,A cada 3 meses
3355,42,Feminino,Saia,45.0,Dinheiro,15,Semanal
3356,40,Feminino,Blusa,28.0,Cartao de Debito,3,Duas vezes/semana
3357,39,Feminino,Jeans,48.0,Cartao de Credito,13,Duas vezes/semana
3358,41,Feminino,Agasalho,67.0,Venmo,37,Mensal
3359,56,Feminino,Camiseta,59.0,Cartao de Debito,26,Anual
3360,43,Feminino,Óculos de Sol,74.0,Cartao de Credito,29,Mensal
3361,22,Feminino,Jaqueta,81.0,Venmo,47,A cada 3 meses
3362,47,Feminino,Sapato,26.0,Cartao de Credito,47,Duas vezes/semana
3363,50,Feminino,Bolsa,61.0,Cartao de Credito,48,Quinzenal
3364,58,Feminino,Sueter,23.0,PayPal,46,Duas vezes/semana
3365,50,Feminino,Cachecol,33.0,Dinheiro,7,Mensal
3366,43,Feminino,Saia,58.0,Transferencia Bancaria,45,A cada 3 meses
3367,38,Feminino,Luvas,65.0,Venmo,47,Trimestral
3368,44,Feminino,Camiseta,48.0,Cartao de Credito,6,Quinzenal
3369,30,Feminino,Sandalias,25.0,Dinheiro,29,A cada 3 meses
3370,47,Feminino,Sueter,51.0,Cartao de Debito,42,Mensal
3371,30,Feminino,Cinto,31.0,Venmo,46,Quinzenal
3372,49,Feminino,Agasalho,99.0,PayPal,28,Anual
3373,56,Feminino,Meias,25.0,Cartao de Credito,14,A cada 3 meses
3374,70,Feminino,Sandalias,52.0,Cartao de Debito,12,A cada 3 meses
3375,22,Feminino,Blusa,47.0,Cartao de Debito,41,Anual
3376,51,Feminino,Botas,98.0,Cartao de Debito,8,Anual
3377,22,Feminino,Bone,46.0,Cartao de Credito,24,Trimestral
3378,37,Feminino,Camisa,32.0,Transferencia Bancaria,18,Quinzenal
3379,49,Feminino,Shorts,75.0,PayPal,6,Trimestral
3380,61,Feminino,Bolsa,51.0,Cartao de Debito,40,Semanal
3381,41,Feminino,Vestido,52.0,PayPal,6,A cada 3 meses
3382,57,Feminino,Bone,66.0,Transferencia Bancaria,27,Trimestral
3383,34,Feminino,Sueter,35.0,Transferencia Bancaria,2,Semanal
3384,27,Feminino,Casaco,43.0,Cartao de Credito,39,Duas vezes/semana
3385,39,Feminino,Agasalho,24.0,Cartao de Credito,9,Trimestral
3386,62,Feminino,Joias,83.0,PayPal,16,A cada 3 meses
3387,34,Feminino,Camiseta,62.0,Cartao de Debito,36,Trimestral
3388,53,Feminino,Calca,78.0,Venmo,2,Duas vezes/semana
3389,35,Feminino,Sueter,61.0,Venmo,21,Semanal
3390,38,Feminino,Calca,57.0,Cartao de Credito,39,Anual
3391,32,Feminino,Meias,70.0,Cartao de Credito,38,Anual
3392,47,Feminino,Agasalho,57.0,Dinheiro,6,A cada 3 meses
3393,53,Feminino,Cachecol,74.0,Cartao de Credito,6,Duas vezes/semana
3394,60,Feminino,Vestido,90.0,PayPal,50,Mensal
3395,31,Feminino,Sandalias,98.0,Dinheiro,9,Anual
3396,44,Feminino,Vestido,43.0,Cartao de Debito,15,A cada 3 meses
3397,29,Feminino,Calca,37.0,PayPal,5,Trimestral
3398,19,Feminino,Blusa,38.0,Transferencia Bancaria,13,Duas vezes/semana
3399,54,Feminino,Jeans,60.0,Dinheiro,44,Quinzenal
3400,40,Feminino,Calca,55.0,Cartao de Debito,36,Anual
3401,39,Feminino,Óculos de Sol,51.0,Cartao de Debito,18,Quinzenal
3402,44,Feminino,Mochila,71.0,Venmo,39,Semanal
3403,22,Feminino,Agasalho,61.0,Venmo,11,A cada 3 meses
3404,30,Feminino,Botas,65.0,Cartao de Credito,1,Duas vezes/semana
3405,69,Feminino,Luvas,34.0,Dinheiro,34,Anual
3406,28,Feminino,Blusa,87.0,Venmo,47,Duas vezes/semana
3407,57,Feminino,Sueter,79.0,Venmo,24,Trimestral
3408,46,Feminino,Vestido,46.0,Transferencia Bancaria,20,Trimestral
3409,48,Feminino,Meias,72.0,PayPal,11,Anual
3410,24,Feminino,Camisa,93.0,PayPal,3,A cada 3 meses
3411,50,Feminino,Sandalias,76.0,PayPal,38,Duas vezes/semana
3412,29,Feminino,Sapato,56.0,Venmo,45,Semanal
3413,61,Feminino,Sandalias,83.0,Cartao de Credito,31,Trimestral
3414,34,Feminino,Luvas,90.0,Dinheiro,16,Duas vezes/semana
3415,27,Feminino,Botas,94.0,Venmo,3,Trimestral
3416,38,Feminino,Blusa,68.0,Cartao de Credito,15,Anual
3417,25,Feminino,Sandalias,53.0,PayPal,11,A cada 3 meses
3418,54,Feminino,Casaco,35.0,PayPal,22,Quinzenal
3419,53,Feminino,Jaqueta,30.0,Dinheiro,35,Anual
3420,23,Feminino,Joias,26.0,Venmo,5,Duas vezes/semana
3421,19,Feminino,Bone,60.0,Cartao de Debito,35,Duas vezes/semana
3422,57,Feminino,Sapato,30.0,PayPal,27,Semanal
3423,19,Feminino,Casaco,91.0,Cartao de Credito,9,Mensal
3424,33,Feminino,Botas,71.0,Venmo,21,Duas vezes/semana
3425,33,Feminino,Cachecol,64.0,Venmo,23,Mensal
3426,38,Feminino,Bone,54.0,Transferencia Bancaria,3,Duas vezes/semana
3427,47,Feminino,Meias,35.0,PayPal,31,Anual
3428,39,Feminino,Camiseta,38.0,Transferencia Bancaria,44,Anual
3429,32,Feminino,Joias,69.0,Cartao de Debito,20,Mensal
3430,27,Feminino,Saia,96.0,Cartao de Debito,34,Semanal
3431,67,Feminino,Meias,73.0,Cartao de Credito,17,A cada 3 meses
3432,46,Feminino,Cinto,49.0,Dinheiro,20,Anual
3433,36,Feminino,Botas,44.0,Cartao de Credito,46,A cada 3 meses
3434,62,Feminino,Meias,93.0,Dinheiro,28,Anual
3435,31,Feminino,Calca,72.0,PayPal,6,Quinzenal
3436,68,Feminino,Meias,91.0,Cartao de Debito,50,Duas vezes/semana
3437,57,Feminino,Cinto,83.0,Venmo,41,Mensal
3438,22,Feminino,Jaqueta,62.0,Venmo,50,Anual
3439,26,Feminino,Camisa,71.0,Cartao de Debito,33,Mensal
3440,43,Feminino,Luvas,93.0,Dinheiro,25,Trimestral
3441,45,Feminino,Bolsa,63.0,Cartao de Credito,2,Semanal
3442,64,Feminino,Sueter,96.0,Cartao de Debito,15,Anual
3443,28,Feminino,Saia,78.0,Venmo,12,Semanal
3444,47,Feminino,Vestido,24.0,PayPal,28,Duas vezes/semana
